u,v,time,k
1,11,0.5752870905272625,0
2,19,0.5752870905272625,0
4,14,0.5752870905272625,0
4,17,0.5752870905272625,0
13,14,0.5752870905272625,0
14,15,0.5752870905272625,0
1,9,0.6460233663088246,0
4,5,0.6460233663088246,0
4,7,0.6460233663088246,0
5,17,0.6460233663088246,0
6,19,0.6460233663088246,0
5,10,0.6467663062335214,0
12,16,0.7024424526165698,1
0,17,0.7024424526165698,0
2,6,0.7024424526165698,0
10,19,0.7024424526165698,0
2,9,0.749482703935411,1
0,18,0.749482703935411,0
1,13,0.749482703935411,0
3,11,0.749482703935411,0
8,13,0.749482703935411,0
14,19,0.749482703935411,0
2,5,0.764787679216547,1
2,13,0.764787679216547,0
7,19,0.764787679216547,0
8,12,0.764787679216547,0
15,19,0.764787679216547,0
1,17,0.8334012707220452,1
9,12,0.8334012707220452,0
11,14,0.8334012707220452,0
13,19,0.8334012707220452,0
17,18,0.9029061105768721,1
2,7,0.9029061105768721,0
6,11,0.9090025223283497,1
1,5,0.9090025223283497,0
4,6,0.9090025223283497,0
4,11,0.9090025223283497,0
10,15,0.9090025223283497,0
1,4,0.9238049976993477,1
10,11,0.9238049976993477,0
9,17,0.9647249105712392,0
3,15,0.9789691268515963,1
5,8,0.9789691268515963,0
7,14,0.9789691268515963,0
9,19,1.0661223136449767,1
11,18,1.0661223136449767,0
1,4,1.0929679094329194,1
2,11,1.0929679094329194,0
0,18,1.1054494366203331,1
0,3,1.1054494366203331,0
8,19,1.1054494366203331,0
10,12,1.1054494366203331,0
2,18,1.1251018923511846,1
2,18,1.1251018923511846,0
0,15,1.1251018923511846,0
1,16,1.1251018923511846,0
2,14,1.1251018923511846,0
4,8,1.1251018923511846,0
2,18,1.148368424751148,1
0,10,1.148368424751148,0
0,13,1.148368424751148,0
4,7,1.1515169497794757,1
7,15,1.1515169497794757,0
13,18,1.1515169497794757,0
2,18,1.180059648218122,1
6,8,1.180059648218122,0
9,13,1.180059648218122,0
11,19,1.2655192438610863,1
0,10,1.2774350331922186,1
0,5,1.2774350331922186,0
2,11,1.2950437002427662,1
1,3,1.2950437002427662,0
4,19,1.2950437002427662,0
10,13,1.2950437002427662,0
4,18,1.2986234863549873,1
7,16,1.2986234863549873,0
8,18,1.3048715908500708,1
8,18,1.3048715908500708,0
7,9,1.3048715908500708,0
2,18,1.3552513901482888,1
11,19,1.391289259602126,1
7,8,1.4521791238492558,1
0,18,1.5038417310632015,1
3,7,1.5038417310632015,0
6,18,1.5038417310632015,0
3,7,1.5041946252400746,1
0,6,1.5041946252400746,0
1,15,1.5041946252400746,0
3,10,1.5041946252400746,0
16,18,1.5041946252400746,0
7,8,1.534931857127935,1
1,12,1.534931857127935,0
2,6,1.5395856210010177,1
3,12,1.5395856210010177,0
10,17,1.5669169344743052,1
1,13,1.6066018742111317,1
4,13,1.6066018742111317,0
13,14,1.6814343295128535,1
2,18,1.696825236019694,1
9,11,1.696825236019694,0
13,14,1.8298349147533333,1
2,3,1.8298349147533333,0
16,19,1.8298349147533333,0
9,19,1.8394302937500489,1
9,15,1.8394302937500489,0
2,18,1.865677529140223,1
7,9,1.9019518489433933,1
4,7,1.9790513372408935,1
8,14,1.9790513372408935,0
0,18,1.9972086996903535,1
1,3,1.9998842555847407,1
2,15,1.9998842555847407,0
2,11,2.0122539289790793,1
8,11,2.0122539289790793,0
12,16,2.0673493929742515,1
8,10,2.07146442997078,1
8,16,2.112395355220744,1
2,18,2.1279420264317124,1
2,18,2.148013401372377,1
4,18,2.196154369964307,1
4,18,2.235029264167356,1
0,18,2.3114657193327255,1
0,10,2.3262901293069262,1
8,18,2.3375235261027782,1
1,15,2.382125840594059,1
12,16,2.424911751686333,1
7,9,2.433097466116337,1
12,13,2.435819437626786,1
11,13,2.435819437626786,0
8,16,2.4425360656953625,1
7,19,2.494627793056418,1
4,12,2.5593732234732536,1
11,18,2.588234380397735,1
4,9,2.6150199770552254,1
4,9,2.6150199770552254,0
7,8,2.6603708937296826,1
8,9,2.7213883429990595,1
3,8,2.7370275268776747,1
5,12,2.7370275268776747,0
2,18,2.740512499048159,1
4,17,2.7633967009965357,1
2,8,2.765394849172365,1
12,16,2.7686123258324047,1
0,5,2.8040625966940693,1
10,14,2.809081363010559,1
7,17,2.809081363010559,0
12,16,2.8451715254898855,1
0,3,2.8686273934236466,1
0,3,2.8845277626549968,1
6,15,2.9202497921388795,1
7,8,2.9470572073670978,1
4,7,2.9682669933369468,1
9,10,2.9682669933369468,0
9,19,2.9835359706559546,1
12,13,2.9979838625575566,1
2,10,2.9979838625575566,0
0,18,3.0059999740614765,1
10,16,3.0455228208974687,1
11,14,3.052141250257353,1
4,15,3.057683774331242,1
4,12,3.0859396877270924,1
4,18,3.089213066616459,1
5,16,3.099316207132355,1
2,8,3.1025040814162446,1
7,12,3.107265018442801,1
2,11,3.1234201684472014,1
0,18,3.16418972248236,1
2,18,3.1710497143778302,1
4,7,3.1784562058647072,1
6,16,3.195120342392102,1
5,11,3.370243319384308,1
13,19,3.3901643806734754,1
4,17,3.4775876779844976,1
4,17,3.4872452353982113,1
3,12,3.4884473638080604,1
2,8,3.5412998013042647,1
13,19,3.553546500083084,1
0,5,3.604073202558722,1
13,19,3.6515726867393257,1
8,17,3.6603161515558367,1
3,13,3.6615545285499644,1
3,17,3.6615545285499644,0
0,18,3.6866276069111574,1
6,10,3.726691607406986,1
0,10,3.767140330808177,1
8,16,3.801038005802827,1
12,16,3.8024586168675727,1
0,8,3.8082804349005754,1
2,18,3.811553682832418,1
11,14,3.8752308342677417,1
13,14,3.904531560981363,1
0,5,3.9055290615508143,1
3,15,3.990954613677407,1
4,17,4.018944443181642,1
12,13,4.086115882709631,1
5,14,4.112252655717812,1
0,11,4.164948291516231,1
4,14,4.1935406134427495,1
5,17,4.224093013633152,1
10,14,4.242400948882453,1
4,6,4.249696140667403,1
2,5,4.348820932934127,1
7,8,4.367648059769365,1
4,14,4.383226418433898,1
4,11,4.3973753258896835,1
7,16,4.433421041022198,1
4,10,4.457445212621007,1
6,8,4.464489343423837,1
16,18,4.485205200577991,1
16,18,4.549882950979835,1
8,16,4.625875171286586,1
1,18,4.652808227255016,1
2,19,4.658205919855262,1
11,14,4.709177663436257,1
4,10,4.712670648802774,1
12,16,4.754416982321215,1
1,18,4.810749833758974,1
4,18,4.853137882166519,1
4,19,4.854735905472634,1
0,5,4.8704552688252996,1
5,12,4.894134068295298,1
8,17,4.928306182286875,1
13,18,4.935514402354566,1
7,9,4.939934144692163,1
2,4,4.951692217522145,1
4,14,5.0180128750164705,1
4,14,5.0366452416960374,1
0,14,5.059328189488618,1
0,14,5.086188197443537,1
0,14,5.122663874016366,1
1,17,5.140696415469963,1
3,13,5.211338090072817,1
11,14,5.2185566099516,1
4,14,5.225309023976882,1
11,14,5.268937913317461,1
12,13,5.279649243769407,1
6,19,5.280924655934741,1
13,14,5.309414089965936,1
7,16,5.320731331878868,1
2,8,5.329751569372982,1
16,18,5.342113144172446,1
2,11,5.447572673925013,1
10,14,5.448199340037877,1
4,14,5.499142351029361,1
4,14,5.517955924630577,1
12,17,5.522886395094477,1
2,11,5.533899811896865,1
0,5,5.543580873618064,1
4,14,5.545059915442104,1
11,15,5.66363325474932,1
8,16,5.666861256429213,1
13,18,5.691480765461508,1
1,15,5.711875239755896,1
8,17,5.721534037503716,1
0,14,5.7370638797690905,1
4,14,5.743500108951042,1
4,19,5.790875415384053,1
1,17,5.80283201049197,1
15,19,5.889415097084415,1
10,18,6.039702822144798,1
1,12,6.042642275153933,1
14,17,6.059150273076714,1
6,18,6.0763198699532115,1
9,15,6.144538569916385,1
0,14,6.180032873671812,1
2,11,6.270898962070123,1
4,10,6.331115079190017,1
0,10,6.420238994483639,1
10,18,6.426809108044216,1
5,6,6.478062847425377,1
1,12,6.507407348965895,1
3,14,6.511955030630705,1
7,16,6.516429811861048,1
0,14,6.594779291644426,1
9,17,6.597955362163559,1
8,17,6.607186882735775,1
7,19,6.619082498411278,1
2,16,6.6547205525472,1
4,10,6.666757153952133,1
1,17,6.677661094751746,1
8,18,6.710854246975103,1
0,14,6.779102689717362,1
2,16,6.783302603118661,1
11,14,6.795541952352435,1
10,18,6.822140638445248,1
9,17,6.835465459920291,1
10,18,6.848653302138152,1
7,18,6.852610823644936,1
7,16,6.915268522421711,1
13,16,6.924182933751866,1
15,18,6.942029971105705,1
0,3,6.9774906085409825,1
11,13,6.987568801985605,1
2,19,6.9923440962498145,1
2,4,7.0423740918446,1
13,16,7.051908307830302,1
11,17,7.05459253265048,1
9,15,7.101058378805849,1
7,9,7.10665753343385,1
8,9,7.178784454152323,1
14,16,7.20555156324376,1
11,14,7.245023965543588,1
0,14,7.249323389504686,1
3,18,7.278351864786768,1
8,17,7.359517206309747,1
2,4,7.404352438964973,1
13,16,7.4349395399958915,1
8,17,7.48448147896983,1
11,14,7.518704875925339,1
3,18,7.558837995811574,1
1,18,7.625780434729631,1
0,4,7.685209274440301,1
5,13,7.692003045063977,1
8,16,7.730531539065182,1
13,16,7.737131622379333,1
13,18,7.750287519989237,1
15,16,7.751386356299586,1
6,18,7.771461415697315,1
6,8,7.797803540728566,1
7,12,7.813420047639815,1
8,17,7.821682231609104,1
11,14,7.823269473258476,1
13,16,7.844102549505202,1
4,8,7.86134477842394,1
3,12,7.8708108974476545,1
11,16,7.907041299555962,1
8,10,7.935871999203874,1
0,9,7.9363286800516,1
3,4,7.95077229285677,1
5,13,7.95218161475736,1
2,7,7.963178675362925,1
4,14,7.97390330439457,1
0,14,8.078764735392374,1
5,13,8.079641086193707,1
2,16,8.111361805670088,1
6,7,8.13463407459779,1
5,7,8.23602600929773,1
13,16,8.263954546645559,1
3,14,8.309437215981532,1
1,12,8.343929758216902,1
3,18,8.366651354432319,1
1,15,8.374526962960374,1
7,16,8.404076525982246,1
2,7,8.539821003716861,1
8,16,8.543783867320236,1
1,4,8.547215984706233,1
5,13,8.572934487520413,1
11,15,8.578422673239885,1
0,4,8.582614806380857,1
1,18,8.587502705945225,1
6,9,8.587852999875718,1
11,14,8.653620554384498,1
6,7,8.6591558388557,1
1,4,8.660118053079879,1
11,14,8.662826043822799,1
9,17,8.667944626320157,1
9,14,8.696969540787268,1
2,7,8.69765670962187,1
1,10,8.742751803848046,1
5,12,8.752444836489488,1
9,15,8.771244265398533,1
1,5,8.798969541986468,1
8,19,8.812081034995435,1
4,14,8.814463348752241,1
4,14,8.841850573441551,1
1,4,8.845819180847268,1
11,14,8.855674470867458,1
10,12,8.891026972326186,1
6,15,8.936361008635544,1
9,15,9.020567109478776,1
13,14,9.020958468000874,1
1,4,9.025444014601673,1
3,18,9.071447272072925,1
0,4,9.074668401784285,1
13,16,9.112652059097025,1
1,4,9.145093647286,1
17,18,9.162870527371147,1
2,19,9.222543014382369,1
6,14,9.269199418918738,1
0,18,9.312003220961937,1
4,14,9.369871644529178,1
13,14,9.37898589513623,1
4,7,9.402361370021284,1
6,11,9.44192202843117,1
6,11,9.451856697446466,1
11,14,9.48812004170951,1
1,5,9.492277604566928,1
8,11,9.504935753346691,1
4,6,9.506758669336332,1
17,19,9.5099729285135,1
5,11,9.538892332008663,1
6,15,9.5528481963313,1
6,15,9.633989311791114,1
5,7,9.675026042405282,1
4,6,9.722779412340241,1
1,18,9.737703028809612,1
1,3,9.750088954134597,1
3,4,9.755497012529636,1
0,18,9.756052233628147,1
0,1,9.820563553342847,1
4,14,9.841556697253553,1
1,4,9.851114044087653,1
9,10,9.926281788968616,1
2,19,9.967277150735631,1
6,15,9.998340109176189,1
1,5,10.002306861194413,1
1,4,10.025135945720908,1
9,10,10.038687163933803,1
13,16,10.078968754960947,1
7,12,10.082488769111254,1
1,4,10.10502711714345,1
9,14,10.139403531384334,1
5,11,10.17521039870991,1
5,11,10.194325269785102,1
0,18,10.213752745950488,1
4,7,10.218896339069877,1
14,18,10.241953961574177,1
1,16,10.306625881169072,1
2,7,10.3245881839985,1
10,14,10.336287477059962,1
11,16,10.33716437306198,1
0,1,10.340535288791182,1
2,7,10.373476680282874,1
4,7,10.39195211038724,1
5,16,10.413375141558973,1
6,19,10.435498555232012,1
10,18,10.450840782632772,1
4,5,10.454657939664008,1
4,5,10.478220914277355,1
4,17,10.488982888843926,1
2,7,10.54452772576873,1
1,11,10.560634254371003,1
15,16,10.582814378358892,1
10,19,10.591102529506585,1
5,16,10.592078192214274,1
1,12,10.661803614489372,1
6,19,10.775754115254164,1
2,12,10.77678425937871,1
8,18,10.778821944374497,1
11,14,10.815186966852242,1
12,16,10.817510789985864,1
6,11,10.818659590606806,1
8,18,10.844923246278872,1
4,5,10.856534033297793,1
0,17,10.91804153891423,1
8,18,10.939827659040612,1
12,19,10.951689513239536,1
1,6,10.960374638570784,1
3,11,10.974683977334983,1
3,18,10.989428771164091,1
8,18,11.011901584060327,1
13,14,11.095985646219194,1
0,4,11.164357627026844,1
0,17,11.176137375349551,1
4,5,11.198684561496117,1
8,18,11.204297226509171,1
2,7,11.222748754194178,1
4,17,11.23110033141323,1
0,4,11.294818023370675,1
0,19,11.30018297565706,1
0,4,11.340002126636294,1
5,11,11.375715573293153,1
0,8,11.377827873337765,1
13,14,11.399952977074259,1
5,18,11.416231760462535,1
4,5,11.473684613203616,1
4,17,11.474077115800814,1
0,19,11.497933724323676,1
0,17,11.499328557423382,1
16,19,11.521034422863629,1
0,17,11.543114420750916,1
7,19,11.566073961835048,1
16,19,11.57242390785633,1
1,11,11.572858474513495,1
13,14,11.575430088798385,1
4,6,11.621618023049136,1
0,4,11.646611372745795,1
0,4,11.687590268957058,1
11,19,11.702485412924883,1
4,5,11.70298164333472,1
5,7,11.721875946854375,1
6,15,11.73029081759912,1
7,19,11.741101320877444,1
2,7,11.759588250791449,1
6,15,11.838266818624508,1
14,15,11.842096231024021,1
1,17,11.848648835942198,1
0,18,11.850935839811633,1
1,18,11.852486666377262,1
4,5,11.93587738275541,1
16,19,12.013104330045843,1
7,19,12.033635144203759,1
2,7,12.10246297417507,1
0,17,12.113964355407333,1
5,15,12.12241719785758,1
2,7,12.138088525077016,1
2,7,12.156185402126564,1
8,18,12.177953843700323,1
16,17,12.199764849859026,1
4,6,12.253396269312255,1
7,15,12.264627062101745,1
1,13,12.265818008037833,1
4,6,12.267452478490405,1
6,7,12.269170909952031,1
0,17,12.274333757773537,1
3,19,12.312944578915637,1
0,1,12.411018565963623,1
17,19,12.437302286356582,1
3,19,12.448573240162483,1
2,7,12.461225658979147,1
12,13,12.48794180658573,1
1,18,12.547768506266099,1
13,17,12.57234417621977,1
9,12,12.575666308219034,1
3,19,12.598423564604795,1
13,14,12.64771227987374,1
11,16,12.68469565297591,1
3,19,12.715050728977806,1
1,18,12.721953665827881,1
0,17,12.80778146335309,1
11,19,12.809823319860216,1
2,7,12.810133562998367,1
6,7,12.821194023174925,1
11,16,12.865504939146778,1
13,16,12.882157767306456,1
4,6,12.891180862826287,1
5,19,12.897309664140689,1
0,17,12.917997048464379,1
13,14,12.92854103141361,1
12,13,12.932244403689337,1
12,13,12.939049581277223,1
1,16,13.027698105024433,1
2,13,13.059714837860147,1
3,13,13.089977766121503,1
1,16,13.13300590156463,1
6,11,13.135418748484403,1
0,4,13.137672420284169,1
1,11,13.157616100835888,1
10,16,13.18534038828825,1
2,7,13.197048671932796,1
5,9,13.243246137837207,1
2,19,13.299081320774151,1
5,9,13.315645216585727,1
2,7,13.353258372101696,1
12,13,13.422409103481339,1
2,7,13.435515898075872,1
4,9,13.439723511387495,1
6,11,13.499131212586436,1
7,11,13.571049922391245,1
3,13,13.600692744738497,1
0,17,13.605669148354478,1
13,14,13.614057630122431,1
2,7,13.62964722429901,1
7,19,13.704862928640448,1
12,19,13.717357902540057,1
9,10,13.760610595073757,1
6,7,13.799478231732966,1
4,16,13.808133800153133,1
8,14,13.81380924585554,1
4,6,13.817764776417121,1
12,13,13.828610266106642,1
3,19,13.863917751245355,1
16,19,13.873632236379063,1
3,19,13.932778272200553,1
2,7,14.009716150122351,1
1,18,14.021668055369165,1
0,7,14.050731452226437,1
0,4,14.07034191011494,1
13,14,14.106788114356988,1
7,15,14.107019296702864,1
2,8,14.120789834333232,1
1,14,14.127736882607765,1
10,13,14.148913853062153,1
8,14,14.154755769850972,1
3,15,14.165925151686663,1
5,11,14.175435908996313,1
1,6,14.198210084979145,1
1,18,14.308141674351523,1
4,18,14.332267324900478,1
15,17,14.367011842220451,1
7,18,14.44744479592339,1
2,7,14.508935494328965,1
1,18,14.526360939407573,1
11,18,14.537977012162346,1
1,19,14.540390248770489,1
3,7,14.541624264064978,1
5,18,14.553173158074129,1
1,16,14.581414213221334,1
12,13,14.583669278302715,1
1,14,14.586184263233253,1
11,16,14.59344634701948,1
0,4,14.599144472563365,1
7,10,14.606770680459663,1
4,16,14.613380865983546,1
0,4,14.62638736089955,1
8,19,14.630339809411819,1
11,17,14.70711049941852,1
3,7,14.724595728832268,1
11,17,14.728439736578991,1
1,3,14.729578679446949,1
0,4,14.737028072751352,1
15,17,14.760331656446683,1
3,11,14.765768568147857,1
1,6,14.792273657374833,1
11,17,14.796065521142848,1
3,14,14.848340454352837,1
1,17,14.85071619211683,1
13,14,14.865900022988734,1
8,11,14.914163442927247,1
3,14,14.919147156665018,1
6,11,14.94672802562879,1
1,14,14.961110657896985,1
8,18,14.96120215960993,1
16,19,14.976479452069857,1
3,5,14.987352393595224,1
1,16,14.99561654075626,1
16,19,15.04524242500013,1
3,19,15.057942786770447,1
14,19,15.070549971110289,1
8,18,15.08475240228647,1
7,19,15.087989551481115,1
12,13,15.1205742219557,1
0,4,15.191202543090666,1
11,18,15.197812724868584,1
2,8,15.243702908839802,1
1,18,15.284618559268987,1
2,7,15.30063473796975,1
1,18,15.331258382232695,1
1,3,15.339668986848407,1
8,17,15.358070879279998,1
3,14,15.362418064976936,1
16,19,15.38336511523812,1
2,3,15.391433946896852,1
15,17,15.410754316448283,1
16,19,15.411035062405439,1
9,13,15.429906727032044,1
8,15,15.44519298461759,1
1,16,15.466671055783765,1
2,7,15.565778361684085,1
2,7,15.596930999757797,1
4,6,15.652120263826328,1
12,14,15.670061647961175,1
9,14,15.675417286595215,1
1,10,15.706733062830656,1
1,10,15.754293333222735,1
16,19,15.763850266751737,1
16,19,15.802100939228927,1
12,14,15.810791615310137,1
12,15,15.821546491105526,1
3,14,15.857459049201843,1
12,16,15.923780042258356,1
14,15,15.941600613990095,1
11,18,15.997899973724914,1
11,18,16.040211880147623,1
3,14,16.076359553979245,1
14,18,16.09349744171412,1
7,13,16.093849666189378,1
12,18,16.14323329509055,1
15,17,16.150180535499903,1
6,13,16.16821653352535,1
1,18,16.257400416638312,1
1,9,16.271591757950716,1
3,19,16.362634368156694,1
2,8,16.45136740042029,1
3,14,16.45847641406158,1
12,15,16.479143514426404,1
9,17,16.500416194545224,1
7,18,16.547787902377994,1
9,14,16.56111323693287,1
17,18,16.737414240927674,1
11,17,16.75722181610542,1
1,2,16.85939140230639,1
5,19,16.863229820698244,1
11,14,16.880187912159577,1
2,16,16.916937635606654,1
2,16,16.939785696070945,1
3,19,17.037919773571062,1
5,19,17.048281990924934,1
7,17,17.084154686727494,1
6,13,17.08482009827688,1
4,11,17.12184066570606,1
1,8,17.19839226438739,1
1,11,17.20128929901458,1
11,17,17.203409232361917,1
11,18,17.257992011767058,1
4,19,17.263427787038765,1
1,10,17.27405056589438,1
2,7,17.274140632099257,1
1,8,17.287780914122987,1
3,9,17.308405577703446,1
0,4,17.31490886436327,1
4,11,17.321423871786028,1
0,8,17.330741627683402,1
3,16,17.394644670929473,1
1,8,17.542992706963442,1
10,18,17.552256166413045,1
11,17,17.556486203830787,1
1,8,17.557095192374103,1
2,15,17.66414034255017,1
5,17,17.67925796511933,1
1,8,17.696654439744503,1
8,18,17.71320894566979,1
4,15,17.723822388628328,1
8,11,17.727442372078556,1
8,19,17.73139707712211,1
4,9,17.75651870473781,1
3,8,17.759895907571952,1
14,15,17.8151596559602,1
5,13,17.821066554923767,1
3,14,17.824758341535947,1
11,17,17.85066622466358,1
4,15,17.856506386093933,1
11,17,17.86627329754192,1
11,17,17.875299151758348,1
8,18,17.895595305243642,1
0,4,17.913548177495656,1
9,19,17.91515141796902,1
1,8,17.918474224898908,1
3,16,17.960333622200128,1
13,16,17.964421597389403,1
6,18,18.00413278772979,1
11,17,18.03166027808106,1
14,15,18.051825982773817,1
11,17,18.10716714330731,1
1,6,18.125541994073636,1
9,15,18.14140919371263,1
0,7,18.14423154462064,1
11,17,18.183695207159047,1
4,9,18.207145776923593,1
0,2,18.224534624504248,1
8,18,18.228161382974385,1
11,17,18.244711553789884,1
1,5,18.251116039350904,1
11,16,18.25875310832995,1
2,8,18.306409777397416,1
4,5,18.393721436300606,1
8,11,18.43292482300439,1
4,9,18.457992001220394,1
9,15,18.479988931641785,1
2,14,18.491014525136258,1
8,12,18.529030866754823,1
2,19,18.543380759865816,1
9,17,18.545059763708156,1
10,13,18.594878268300622,1
3,17,18.614163972888363,1
8,11,18.65865316095485,1
14,15,18.65985124525894,1
5,9,18.702385837205323,1
0,4,18.723552355754748,1
1,6,18.750258141568978,1
0,4,18.770903324733123,1
2,13,18.802424874608498,1
6,14,18.803583998082033,1
7,14,18.809652815607397,1
9,15,18.810610669473082,1
4,9,18.851490709392177,1
1,8,18.880239848920095,1
10,13,18.90793270740494,1
5,9,18.91529693514576,1
3,14,18.92691860102088,1
14,15,18.951706244090015,1
2,14,18.961757126834613,1
2,15,18.967722149407255,1
3,9,18.976380592307617,1
3,14,18.980098597018408,1
1,17,18.981561475313566,1
9,17,18.991079958130666,1
4,12,19.014931333882352,1
2,19,19.044869076034107,1
0,2,19.0581471648375,1
0,7,19.07865340569255,1
9,15,19.144010205590533,1
14,15,19.170316139713425,1
3,18,19.22639655909711,1
8,11,19.232637171975046,1
13,18,19.236278240750554,1
11,17,19.284646836216975,1
3,14,19.287687219875593,1
4,11,19.29487321643102,1
2,19,19.296697809618188,1
1,10,19.297615812149882,1
3,15,19.361332198659383,1
1,2,19.392740636608913,1
14,17,19.402260886048154,1
3,9,19.437624523716117,1
0,3,19.516645805392354,1
4,11,19.529808309226233,1
5,11,19.536226074139435,1
4,18,19.54237956615886,1
3,6,19.551103848162466,1
8,10,19.581597878734044,1
0,6,19.600099429497984,1
8,11,19.604294628142437,1
5,17,19.61646014914402,1
4,15,19.629133362480506,1
4,11,19.66575710893813,1
1,2,19.692117847054305,1
5,11,19.75372872142248,1
9,11,19.757812092851378,1
3,12,19.76349525181682,1
1,5,19.771557699063514,1
1,7,19.77812497321679,1
2,14,19.794525902777256,1
1,4,19.800181411538368,1
10,16,19.80269211229296,1
3,11,19.8610088178703,1
10,16,19.868991347051796,1
2,19,19.942908935793124,1
13,18,19.95050347802831,1
11,12,19.990090060451998,1
7,14,20.01019378167392,1
6,12,20.01959478477547,1
3,13,20.03551807127174,1
4,15,20.133168132361206,1
1,11,20.14938026112445,1
18,19,20.176614613636982,1
0,7,20.190874996021996,1
4,12,20.204207722899167,1
6,18,20.218358534554994,1
2,19,20.227197548143177,1
3,6,20.240777013409936,1
4,5,20.308283627954165,1
3,19,20.32019590528689,1
2,14,20.333609043173375,1
6,17,20.35123098663258,1
1,2,20.366950613653263,1
11,18,20.391252466186526,1
4,9,20.409781758306167,1
4,18,20.447824463115666,1
3,6,20.450464336883144,1
0,18,20.47552496648748,1
1,15,20.483535100395024,1
7,14,20.54298232688703,1
14,15,20.54596601142293,1
8,16,20.59187002950725,1
0,4,20.603271089377554,1
3,19,20.611399672336205,1
7,11,20.63166508999475,1
1,18,20.636204172175987,1
14,17,20.6564666290549,1
10,17,20.720903283745596,1
2,4,20.742256830340093,1
10,16,20.754960839891446,1
14,15,20.75843668768875,1
0,6,20.760794387893277,1
8,11,20.830204290659697,1
4,5,20.865566001491697,1
0,6,20.878420107450196,1
0,17,20.902023267313197,1
2,14,20.916092598344044,1
11,17,20.918748709181585,1
2,13,20.95490389963294,1
3,8,20.958092918283484,1
8,10,20.97455301993002,1
2,14,20.984066591744238,1
1,6,21.035572983989294,1
1,15,21.07019903981633,1
10,16,21.074753177169885,1
0,1,21.086264454628793,1
3,15,21.086881004859514,1
1,6,21.112170811851666,1
4,18,21.115451252385004,1
2,8,21.164203961619766,1
1,15,21.165107233242015,1
8,10,21.19424942604566,1
1,4,21.210135959772106,1
10,15,21.260140930286912,1
4,15,21.26794067211923,1
